אֵב	ev
מַה נִּשְׁמַע	ma nishma
מה עניין שמיטה אצל הר סיני	ma inyan shmita etzel har sinay
מַהְפֵּכָה	mahpekha
מַהֵר	maher
מִהֵר	miher
מִהַרְתֶּן	miharten
מַה שְּׁלוֹמֵךְ	ma shlomekh
מַה שְּׁלוֹמְךָ	ma shlomkha
מוֹאָב	moav
מוֹבִיל	movil
מוּבָן	muvan
מוּגְל	mugl
מוּגְלְגִים	muglgim
מוֹדִיעִין עִלִּית‎	modiin ilit
מוֹדֶם	modem
מוֹדָעָה	modaa
מוֹדַעַת אֵבֶל	modaat evel
מוֹדֶרְנִי	moderni
מוֹדֶרְנִית	modernit
מוֹהֵל	mohel
מוּזִיקָה	muzika
מוזיקות	muzikot
מוזיקת	muzikat-
מוּזָר	muzar
מוֹט	mot
מוּטָב	mutav
מוֹטֵט	motet
מוּכָן	mukhan
מוֹכֵר	mokher
מוֹל	mol
מוּל	mul
מוֹלֶדֶת	moledet
מוּם	mum
מוֹנוֹתֵאִיזְם	monoteizm
מוֹנוֹתֵאִיסְטִי	monoteisti
מוֹנִיּוֹת	moniyot
מוֹנִיטִין	monitin
מוֹנִית	monit
מוּסִיקָה	musika
מוֹסְקְבָה	moskva
מוֹעֲדוֹן	moadon
מוֹצִיא	motzi
מוֹקֵשׁ	mokesh
מוֹרֵד	mored
מוֹרֶה	more
מוֹרַי וְרַבּוֹתַי	moray vrabotay
מוֹרִים	morim
מוֹרְפֶאוּס	morfeus
מוֹשָׁב	moshav
מוּשְט	musht
מוֹשִׁיעַ	yashayah
מָוֶת	mavet
מוּת	mut
מָזַג	mazag
מֶזֶג	mezeg
מִזֵּג	mizeg
מֻזַּג	muzag
מֶזֶג־אֲוִיר	mezeg-avir
מַזְגָן	mazgan
מְזֹהָם	mzoham
מִזּוּג	mizug
מִזְוָדָה	mizvada
מְזוּזָה	mzuza
מְזוּזוֹת	mzuzot
מָזוֹן	mazon
מֵזַח	mezakh
מְזֻיָּף	mezuyaf
מַזְכִּיר	mazkir
מַזְכִּירִים	mazkirim
מַזָּל	mazal
מַזְלֵג	mazleg
מְזֻמָּן	mezuman
מְזַמֵּן	mzamen
מְזֻמָּן	mzuman
מְזַעֲזֵעַ	mzaazea
מְזֻעְזָע	mzuza
מְזֻקָּן	mzukan
מִזְרָח	mizrakh
מֹחַ	moakh
מַחְבּוֹא	makhbo
מַחְבֵּט	makhbet
מְחַבֵּל	mkhabel
מַחְבָּר	makhbar
מֶחְבָּר	mekhbar
מִחְבָּר	mikhbar
מְחַבֵּר	mkhaber
מְחֻבָּר	mkhubar
מַחְבֶּרֶת	makhberet
מַחֲבַת	makhavat
מָחוֹג	makhog
מֶחֱוָה	mekheva
מָחוֹז	makhoz
מְחוֹזוֹת	mkhozot
מְחוֹזִי	mkhozi
מַחֲזֶה	makhaze
מַחְזוֹר	makhzor
מַחְזוֹרִי	makhzori
מַחֲזֶמֶר	makhazemer
מַחַט	makhat
מְחֻיָּב	mkhuyav
מְחִיקוֹן	mekhikon
מְחִיר	mkhir
מְחִירִים	mchirim
מַחְלָבָה	makhlava
מַחֲלָה	makhala
מֻחְלָט	mukhlat
מַחְלָקָה	makhlaka
מַחְלֹקֶת	makhloket
מַחְמָד	makhmad
מֻחַמַּד	mukhammad
מַחְמִיר	makhmir
מְחֻמָּשׁ	mkhumash
מַחֲנֶה	makhane
מחנה ריכוז	mahane-rikkuz
מַחֲנַיִם	makhanayim
מַחְסָן	makhsan
מֹחַ עֶצֶם	moah etzem
מְחֻפָּשׂ	mkhupas
מְחֻפָּשׁ	mkhupash
מַחַק	makhak
מָחַק	makhak
מֶחְקָר	mekhkar
מֶחְקָרִים	mechkarim
מָחָר	makhar
מָחָר כָּךְ	makhar kakh
מָחֳרָתַיִם	mokhoratayim
מַחְשֵׁב	machshev
מַחְשָׁבָה	makhshava
מַחְשְׁבוֹן	makhshvon
מַחֲשָׁבוֹת	makhshavot
מְחֻתָּן	mkhutan
מַחְתֶּרֶת	makhteret
מִטְבָּח	mitbakh
מִטְבָּחִים	mitbakhim
מַטְבֵּעַ	matbea
מִטְבָּעָה	mitbaa
מַטְבֵּעַ חוּץ	matbea khuts
מַטְבֵּעַ לָשׁוֹן	matbea lashon
מטֻגָּן	mtugan
מַטָּה	mata
מַטֶּה	mate
מִטָּה	mita
מָטוֹס	matos
מַטּוֹת	matot
מִטּוֹת	mitot
מָטָח	matakh
מַטָּלָה	matala
מְטַמְטֵם	mtamtem
מִטְמָנָה	mitmana
מַטְעֵן	maten
מִטְעָן	mitan
מְטֻפָּל	mtupal
מָטַר	matar
מָטָר	matar
מַטָּרָה	matara
מִטְרִיָּה	mitriya
מִטַּת	mitat
מֵי	me
מִי	mi
מְיַבֵּשׁ	meyabesh
מְיֻבָּשׁ	myubash
מְיַבֵּשׁ כְּבִיסָה	meyabesh kvisa
מְיַבֵּשׁ שֵׂעָר	meyabesh sear
מְיַבֵּשׁ שֵׂעָר	meybesh sear
מִיָּד	miyad
מִיָּד	miyad
מִיָּדִי	miyadi
מֵידָע	meida
מִיהוּ	mihu
מִיּוּן	miyun
מָיוֹנֶז	mayonez
מֵיזָם	meizam
מיזמים	meizamim
מְיֻזָּע	myuza
מְיֻחָד	myuchad
מְיֻחָד	myukhad
מֵי חַמְצָן	me chamtsan
מִיכָאֵל	mikhael
מִיכָה	mikha
מִיכָיָה	mikayah
מִיכָיְהוּ	mikayhu
מֵיכָל	meikhal
מִיכַל	mikhal
מֵילָא	meila
מְיַלְּדוֹת	myaldot
מְיַלֶּדֶת	myaledet
מִילָה	mila
מִילְיַארְד	miliard
מִילָנוֹ	milano
מַיִם	mayim
מִימוּשׁ	mimush
מֵימֵי	meme
מֵימָן	meiman
מְיֻמָּן	meyuman
מִין	min
מִינִי	mini
מִינִיּוּת	miniyut
מִינִימָלִי	minimali
מִינְסְק	minsk
מֵינֶקֶת	meineket
מִינֵרָלוֹגְיָה	mineralogya
מְיַסֵּד	myased
מְיֻפֶּה־כֹּחַ	myupe-koakh
מִיץ	mits
מִיקָה	mika
מִיקְרוֹאוֹרְגָּנִיזְם	mikroorganizm
מִיקְרוֹפוֹן	mikrofon
מִישֶׁהוּ	mishehu
מִישִׁיגֶן	mishigen
מַכְאוֹב	makhov
מַכְאִיב	makhiv
מַכַּבִּי	makabi
מַכַּבִּים	makabim
מְכַבִּים	mchabim
מַכָּה	maka
מַכֶּה	make
מֶכָּה	meka
מָכוֹן	makhon
מְכוֹנָה	mkhona
מְכוֹנוֹת	mkhonot
מְכוֹנִית	mkhonit
מכונת	mkhonat-
מְכוֹנַת גִּלּוּחַ	mekhonat giluakh
מְכוֹנַת כְּבִיסָה	mekhonat kvisa
מְכוֹנַת כְּתִיבָה	mekhonat ktiva
מַכּוֹת	makot
מֵכִיל	mekhil
מְכִירָה	mkhira
מְכִירָה פֻּמְבִּית	mkhira pumbit
מַכְלֵב	makhlev
מִכֹּל וָכֹל	mikol vachol
מִכְלוֹל	mikhlol
מִכְלָלָה	mikhlala
מַכֹּלֶת	makolet
מֶכָנִיקָה	mekhanika
מֶכָנִיקָה קְלָסִית	mekhanika klasit
מֶכָנִיקַת	mekhanikat
מֶכָנִיקַת הַשֶּׁבֶר	mekhanikat hashever
מִכְנָסַיִם	mikhnasayim
מָכַר	makhar
מֻכָּר	mukar
מָכְרָה	machra
מִכְרָה	michra
מִכְרָהּ	michrah
מִכְרֶה	michre
מַכְשִׁיר	makhshir
מְכַשֵּׁף	mekhashef
מֻכְשָׁר	mukhshar
מַכַּת	makat
מִכְתָּב	mikhtav
מִכְתָּבִים	mikhtavim
מָלֵא	male
מִלֵּא	mile
מֻלָּא	mula
מַלְאָךְ	malakh
מְלָאכָה	mlakha
מְלָאכוּתִי	melakhuti
מַלְאֲכֵי	malakhe
מַלְאָכִי	malkhi
מַלְאָכִים	malachim
מַלְבֵּן	malben
מִלְגָּה	milga
מִלָּה	mila
מִלָּה	milla
מַלּוּחַ	maluakh
מָלוּחַ	maluakh
מְלוּכָה	mlukha
מָלוֹן	malon
מֶלוֹן	melon
מִלּוֹן	milon
מִלּוֹנִים	milonim
מַלָּח	malakh
מֶלַח	melakh
מִלְחָמָה	milkhama
מִלְחֶמֶת	milkhemet
מַלְטָה	malta
מלטזי	maltezi
מִלִּים	milim
מִלִּית	milit
מָלַךְ	malakh
מֶלֶךְ‏	melekh
מַלְכָּה	malka
מִלְכָּה	milka
מַלְכוּת	malkhut
מְלָכוֹת	mlachot
מַלְכֵי	malkhei
מְלָכִים	mlakhim
מַלְכִּי-צֶדֶק	malki-tsedek
מְלֻכְלָךְ	mlukhlakh
מַלְכַּת	malkat
מַלְכַּת אֶסְתֵּר	malkat ester
מִלְּכַתְּחִלָּה	milkhatkhila
מַלְמָד	malmad
מְלַמֵּד	mlamed
מִלְּעֵיל	milel
מְלָפְפוֹן	mlaffon
מְלָפְפוֹן יָם	mlaffon yam
מֶלְצַר	meltsar
מלצרים	miltzarim
מֶלְצַרִית	meltsarit
מָלַרְיָה	malarya
מִלְּרַע	milra
מֵ״ם	mem
מֵם	mem
מֶם	mem
מָמוֹן	mamon
מִמּוּן	mimun
מַמְזֵר	mamzer
מֻמְחֶה	mumkhe
מַמְלָכָה	mamlakha
מַמְלֶכֶת	mamlekhet
מֻמְלָץ	mumlats
מִמֶּנּוּ	mimenu
מַמְצִיא	mamtsi
מְמֻצָּע	mmutsa
מַמָּשׁ	mamash
מַמְשִׁיךְ	mamshikh
מֶמְשָׁלָה	memshala
מֶמְשָׁלוֹת	memshalot
ממשלת	memshelet
מָן	man
מִן	min
מַנְגּוֹ	mango
מַנְגִּינָה	mangina
מַנְדּוֹלִינָה	mandolina
מָנָה	mana
מָנֶה	mane
מִנְהָג	minhag
מַנְהִיג	manhig
מְנַהֵל	menahel
מְנַהֶלֶת	menahelet
מְנוּחָה	mnukha
מָנוֹעַ	manoa
מְנוֹרָה	mnora
מְנוֹרוֹת	mnorot
מַנְחֶה	manhe
מִנְחָה	minha
מְנַחֵם	mnachem
מִנַּיִן	minayin
מִנְיָן	minyan
מְנִיפָה	menifa
מָנַע	mana
מַנְעוּל	manul
מְנֻקָּד	mnukad
מְנַשֶּׁה	menashe
מְנַתֵּחַ	menateakh
מְנֻתָּק	mnutak
מַס	mas
מְסִבָּה	msiba
מְסִבַּת עִתּוֹנָאִים	msibat-itonaim
מִסְגָּד	misgad
מְסֻגָּל	msugal
מְסֻגָּלִים	msugalim
מִסְגֶּרֶת	misgeret
מִסְדְּרוֹן	misdron
מַסּוֹק	masok
מַסְטוּל	mastul
מַסְטִיק	mastik
מְסִילַּת בַּרְזֶל	msilat barzel
מִסִּים	misim
מְסֻיָּם	msuyam
מְסִירָה	msira
מְסֻכָּן	msukan
מַסֶּכֶת	masekhet
מַסְלוּל	maslul
מְסֻנְוָר	msunvar
מְסַנֶּנֶת	msanenet
מַסָּע	masa
מִסְעָדָה	misada
מִסְעָדָוֹת	misadot
מַסְפִּיק	maspik
מִסְפָּר	mispar
מִסְפֵּר	misper
מְסַפֵּר	msaper
מֻסְפַּר	muspar
מִסְפָּרָה	mispara
מִסְפָּרִי	mispari
מִסְפָּרַיִם	misparayim
מִסְפָּרִים	misparim
מַס קְנִיָּה	mas kniya
מָסַר	masar
מֶסֶר	meser
מָסֹרֶת	masoret
מָסֹרֶת	masoret
מָסָרְתִּי	masorti
מְסַרְתֵּן	msarten
מִסְתּוֹר	mistor
מַעֲבָּדָה	maabada
מַעֲבָר	maavar
מְעֻבָּר	mubat
מַעְבֹּרֶת	maboret
מְעֻבֶּרֶת	muberet
מַעְגָּל	maagal
מַעֲגָנָה	maagana
מָעֳדָף	moodaf
מַעֲדֵר	mader  maader
מְעוֹדֵד	moded
מעות חטים	maot itim
מְעַט	mat
מעט מדי, מאוחר מדי	mat midai, mukhar midai
מַעֲטָפָה	maatafa
מְעִיל	mil
מְעִילָה	mila
מַעְיָן	maayan
מָעַל	maal
מֵעַל	meal
מַעֲלָה	maala
מַעֲלִיב	maaliv
מַעֲלִית	maalit
מֻעֲמָד	muamad
מְעַנְיֵן	manyen
מְעֻנְיָן	munyan
מְעֻנָּן	munan
מַעֲצָר	maatsar
מַעֲקָב	maakav
מַעֲקֶה	maake
מַעֲרָב	maarav
מַעֲרָבוֹן	maaravon
מְעָרָה	mara
מַעֲרוֹךְ	maarokh
מַעֲרִיב	maariv
מַעֲרָכָה	maarakha
מַעַרְכוֹן	maarkhon
מַעֲרָכוֹת	maarachot
מַעֲרֶכֶת&lt;--x--&gt;־&lt;--x--&gt;הַפְעָלָה	maarekhet-hafala
מַעֲרֶכֶת	maarekhet
מַעֲרֶכֶת מְבֻדֶּדֶת	maarekhet mvudedet
מַעֲרֶכֶת סְגוּרָה	maarekhet sgura
מַעֲרֶכֶת פְּתוּחָה	maarekhet ptukha
מערכת שמש	maarekhet-shemesh
מַעַשׂ	maas
מַעֲשֶׂה	maase
מַעֲשֵׂר	maaser
מַפַּא״י	mapai
מַפַּאי	mapai
מְפִבֹשֶׁת	mfiboshet, mpiboset
מַפְגִּין	mafgin
מִפְגָּשׁ	mifgash
מִפְגָּשִׁים	mifgashim
מַפָּה	mapa
מַפּוּחַ	mapuakh
מַפּוֹת	mapot
מַפְטִיר	maftir
מְפִיבֹשֶׁת	mpiboset
מַפִּית	mapit
מִפְלָגָה	miflaga
מַפְלִיא	mafli
מִפְלֶצֶת	mifletset
מִפְּנֵי־	mipnei-
מַפְסִידָן	mafsidan
מְפֻסְפָּס	mfuspas
מִפְעָל	mifal
מְפַקֵּד	mfaked
מִפְקָדָה	mifkada
מְפֻרְסָם	mfursam
מִפְרָץ	mifrats
מִפְרָשׂ	mifras
מִפְשָׂעָה	mifsaa
מַפַּת	mapat
מַפְתֵּחַ	mafteakh
מָצָא	matsa
מַצָּב	matsav
מַצַּב רוּחַ	matsav ruakh
מַצָּה	matsa
מצה עשירה	matza ashira
מִצְוָה	mitsva
מְצַוָּה	mtsava
מְצַוֶּה	mtsave
מְצַוֶּה	mtsave
מְצֻוֶּה	mtsuve
מִצְווֹת	mitsvot
מַצּוֹת	matsot
מִצְוַת־	mitsvat-
מִצְוַת הַקְהֵל	mitsvat hak-hel
מִצְוֹתָיו	mitsvotav
מַצְחִיק	matskhik
מְצֻיָּן	mtsuyan
מְצֻיָּן	mtzuyan
מְצִיצָה	metsitsa
מֻצְלָח	mutzlakh
מֻצְלַחַת	mutzlakhat
מַצְלִיחַ	matzliakh
מַצְלֵמָה	matzlema
מָצַץ	matsats
מֵצַר	meitsar
מִצְרִי	mitsri
מִצְרַיִם	mitsrayim
מִצְרַיְמָה	mitsrayma
מִצְרִית	mitsrit
מִצְרִיֹּת	mitzriyot
מַקְבִּיל	makbil
מַקְדֵּחָה	makdekha
מֻקְדָּם	mukdam
מִקְדָּשׁ	mikdash
מַקְהֵלָה	makhela
מִקְוֶה	mikve
מָקוֹם	makom
מְקוֹמוֹת	mkomot
מְקוֹמִי	mkomi
מַקּוֹר	makor
מָקוֹר	makor
מְקֻטָּל	mkutal, mquttal
מַקִּיף	makif
מַקֵּל	makel
מָקֵל	makel
מִקְלֶדֶת	mikledet
מִקְלַחַת	miklakhat
מַקְלֵט	maklet
מִקְלָט	miklat
מְקֻלְקָל	mkulkal
מִקֵּם	mikem
מֶקְסִיקוֹ	meksiko
מַקָּף	makaf
מֻקָּף	mukaf
מִקְצוֹעַ	miktsoa
מִקְרָא	mikra
מִקְרֶה	mikre
מְקָרֵר	mkarer
מֻקַּשׁ	mukash
מַר	mar
מֹר	mor
מַרְאָה	mara
מַרְאֶה	mare
מַרְאוֹת	marot
מַרְאִית עַיִן	marit ayin
מֵרַב	merav
מָרַד	marad
מֶרֶד	mered
מָרְדֳּכַי‏‏‏	mordechay or mordechay
מָרָה	mara
מָרוֹם	marom
מָרַח	marakh
מָרִיחוּאָנָה	marikhuana
מִרְיָם	miryam
מְרִיצָה	mritsa
מֶרְכָּב	merkav
מֶרְכָּבָה	merkava
מֶרְכָּז	merkaz
מֶרְכָּזִי	merkazi
מַרְס	mars
מַרְפֵּא	marpe
מַרְפֵּא פֶּלֶא	marpe pele
מִרְפֶּסֶת	mirpeset
מַרְפֵּק	marpek
מֶרֶץ	merets
מֶרְץ	merts
מְרֻצֶּה	mrutse
מַרְצִיפָּן	martsipan
מָרָק	marak
מִרְשָׁם	mirsham
מְרֻשָּׁת	merushat
מַשְׁאֵבָה	masheva
מַשָּׂאִית	masait
מֻשָּׂג	musag
משגיח רוחני	mashgiakh rukhani
מְשֻׁגָּע	mshuga
מְשֻׁגָּע	mshuga
מֹשֶׁה	moshe
מַשְׁהַד	mashhad
מַשֶּׁהוּ	mashehu
מִשְׁוָאָה	mishvaa
מַשּׂוֹא פָּנִים	maso panim
מָשׁוֹט	mashot
מְשׁוֹרֵר	meshorer
מָשׂוֹשׂ	masos
מָשַׁח	mashakh
מִשְׂחָק	miskhak
מִשְׂחַק וִידֵאוֹ	miskhak video
מִשְׂחֲקֵי וִידֵאוֹ	miskhakei video
מִשְׂחָקִים	miskhaqim
מִשְׂחֲקֵי מַחְשֵׁב	miskhakei makhshev
מִשְׂחַק מַחְשֵׁב	miskhak makhshev
מִשְׁטָרָה	mishtara
מָשִׁיחַ	mashiakh
מְשִׁיכָה	meshikha
מְשִׂימָה	mesima
מָשַׁךְ	mashakh
מֶשֶׁךְ	meshekh
מִשְׁכָּן	mishkan
מְשַׁכְנֵעַ	mshakhnea
מַשְׂכֹּרֶת	maskoret
מָשַׁל	mashal
מָשָׁל	mashal
משלוחי מנות	mishlokhei-manot
מִשְׁלַח יָד	mishlakh yad
מַשְׁלִים	mashlim
מְשָׁלִים	mshalim
מֻשְׁלָם	mushlam
מְשֻׁלָּשׁ	meshulash
מַשְׁמִין	mashmin
מַשְׁמָע	mashma
מִשְׁמֵעַ	mishmea
מַשְׁמָעוּת	mashmaut
מַשְׁמָעִי	mashmai
מִשְׁמֶרֶת	mishmeret
מִשְׁמֵשׁ	mishmesh
מִשְׁנָה	mishna
מִשְׁנֶה	mishne
מְשַׁנָּה	mshana
מְשַׁנֶּה	mshane
מְשֻׁנֶּה	mshune
מְשֻׁנּוֹת	mshunot
מִשְׁנָיוֹת	mishnayot
מְשֻׁנִּים	mshunim
מְשִׁסָּה	mshisa
מְשֻׁעְבָּד	mshubad
מִשְׁפָּחָה	mishpakha
מִשְׁפָּחוֹת	mishpakhot
מִשְׁפַּחַת	mishpakhat
מִשְׁפַּחְתִּי	mishpakhti
מִשְׁפָּחְתִּי	mishpakhti
מִשְׁפָּט	mishpat
משפטים	mishpatim
מְשֻׁפָּע	mshupa
מַשְׁקֶה	mashke
מְשָׁקִים	meshakim
מִשְׁקָל	mishkal
מִשְׁקָפַיִם	mishkafayim
מִשְׂרָד	misrad
מִשְׁתֶּה	mishte
מִשְׁתָּלָה	mishtala
מִשְׁתַּמֵּשׁ	mishtamesh
מִשְׁתָּנָה	mishtana
מִשְׁתַּנֶּה	mishtane
מְשֻׁתָּף	mshutaf
מֵת	met
מֵת	met
מִתְאַגְרֵף	mitagref
מִתְאָר	mitar
מְתָאֵר	mtaer
מִתְגַּיֵּס	mitgayes
מֵתוּ	metu
מֶתוֹדָה	metoda
מְתַוֵּךְ	metavech
מִתּוֹךְ	mitokh
מָתוֹק	matok
מָתַי	matai
מַתִּי	mati
מְתֻיָּר	mtuyar
מַתִּירָנוּת	metiranut
מַתְכּוֹן	matkon
מַתְכֹּנִים	matkonim
מְתֻכְנָן	mtukhnan
מָתֵמָטִיקָה	matematika
מָתֶמָטִיקָה	matematika
מַתָּן	matan
מִתֵּן	miten
מַתַּן תּוֹרָה	matan tora
מַתָּנָה	matana
מְתֹעָב	mtoav
מֹתֶק	motek
מִתְקַדְּמִים	mitkadmim
מְתַרְגֵּם	mtargem
מְתֻרְגָּם	mturgam
מְתֻרְגְּמָן	mturgman
מַתִּתְיָהוּ	matityahu
נָא	na
נֶאֱבַד	neevad
נֶאֱבַק	neevak
נֶאֱגַר	neegar
נָאֶה	nae
נֶאֱהַב	neehav
נֶאֱהַד	neehad
נָאוָה	nava
נָאוֶה	nave
נֵאוֹן	neon
נָאוֹר	naor
נֶאֱחַז	neekhaz
נָאִיבִי	naivi
נֶאֱכַל	neekhal
נֶאֱכַף	neekhaf
נֶאֱמַן	neeman
נֶאֱמָן	neeman
נֶאֱמָנוּת	neemanut
נָאַף	naaf
נֶאֱצָל	neetsal
נָאקָה	naka
נִבָּא	niba
נִבָּא	niba
נִבֵּא	nibe
נִבֵּא	nibe
נֻבָּא	nuba
נִבְדַּק	nivdak
נָבּוּ	nabu
נְבוֹ	nvo
נָבוֹן	navon
נָבַח	navakh
נִבְחַר	nivkhar
נִבְחָר	nivkhar
נָבִיא	navi
נְבִיאִים	nviim
נָבַל	naval
נָבָל	naval
נֵבֶל	nevel
נְבֵלָה	nveila
נִבְנָה	nivne
נִבְרָא	nivra
נֶגֶב	negev
נַגָּד	nagad
נָגַד	nagad
נֶגֶד	neged
נָגַהּ	nagah
נֹגַהּ	nogah
נִגּוּן	nigun
נִגְזֶרֶת	nigzeret
נְגִיף	nagif
נִגְלָה	nigla
נִגְמַר	nigmar
נִגֵּן	nigen
נִגְנַב	nignav
נָגַע	naga
נַגָּר	nagar
נִגַּשׁ	nigash
נֹגְשָׂיו	nogsav
נָדַד	nadad
נִדָּה	nida
נְדוּדִים	ndudim
נְדוּנְיָה	ndunya
נִדּוֹת	nidot
נִדְחָה	nidkha
נִדְחֲתָה	nidkhata
נָדִיר	nadir
נָדָל	nadal
נָדָן	nadan
נִדְרַס	nidras
נִדַּת	nidat
נַהָג	nahag
נָהַג	nahag
נֶהֱדָר	nehedar
נֶהֱנָה	nehena
נָהַר	nahar
נָהָר	nahar
נֶהֱרַג	neherag
נֶהֱרַס	neheras
נוֹבֶמְבֶּר	november
נוֹגְדָן	nogdan
נוגה	nogah
נוּגֶה	nuge
נוֹדַע	noda
נוֹזֵל	nozel
נוֹחַ	noakh
נ־ו־ח	n-w-h  n-h
נַוְטָן	navtan
נוֹלַד	nolad
נוּ״ן	nun
נוּן	nun
נוֹסַד	nosad
נוֹסֵעַ	nosea
נוֹסָף	nosaf
נוֹף	nof
נוֹצְרִי	notsri
נוּר	nur
נוֹרָא	nora
נוֹרָא	nora
נוֹרְבֶגְיָה	norvegya
נוֹרָה	nora
נוּרָה	nura
נוֹשֵׂא	nose
נוֹשֶׁה	noshe
נִזְבְּחָה	nizbcha
נִזְהָר	nizhar
נָזִיד	nazid
נָזִיר	nazir
נִזְכַּר	nizkar
נֵזֶר	nezer
נִזַּר	nizar
נָח	nakh
נָח	nakh
נֹחַ	noakh
נַחוּם	nakhum
נַחַ״ל	nakhal
נַחַל	nakhal
נָחַל	nakhal
נֶחְלַשׁ	nekhlash
נֶחֱמַד	nekhemad
נֶחְמָד	nekhmad
נְחֶמְיָה	nehemia
נַחְמָן	nakhman
נֶחְקַק	nekhkak
נֶחְקַר	nekhkar
נַחַשׁ	nakhash
נָחָשׁ	nakhash
נִחֵשׁ	nichesh
נִחֵשׁ	nikhesh
נֶחְשַׁב	nekhshav
נְחֹשֶׁת	nkhoshet
נַחַת	nakhat
נָחַת	nakhat
נָחֵת	nakhet
נֶחָת	nekhat
נָטָה	nata
נָטוּי	natuy
נְטִיָּה	ntiya
נָטַל	natal
נֵטֶל	netel
נִטֵּל	nitel
נָטַע	nata
נֶטַע	neta
נִיב	niv
נַיָּד	nayad
נַיָּדִים	nayadim
נְיוּ זִילַנְד	nyu ziland
נְיוּ יוֹרְק	nyu york
נְייַר עֲטִיפָה	niyar atifa
נִינְגָ׳ה	ninja
נִיסָן	nisan
'''נִיעֵר'''	nier
־נִיק	-nik
נְיָר	nyar
נְיָרוֹת	nyarot
נְיָר לַקְמוּס	nyar lakmus
נֶכֶד	nekhed
נֶכְדָּה	nekhda
נָכֶה	nakhe
נִכָּה	nika
נָכוֹן	nakhon
נִכּוּר	nikoor
נִכְלַל	nikhlal
נִכְלַם	nikhlam
נִכְנַס	nikhnas
נכנס יין יצא סוד	nikhnas yayin yatsa sod
נֵכָר	nekhar
נִכָּר	nikar
נִכַּר	nikar
נִכֵּר	niker
נ־כ־ר	n-k-r
נָכְרִי	nokhri
נִכְתַּב	nikhtav
נִלְחַם	nilkham
נֵלְכָה	nelcha
נִלְקַח	nilkakh
נָם	nam
נִמְאַס	nimas
נָמוּךְ	namuch
נִמְחַק	nimkhak
נִמְכַּר	nimkar
נָמֵל	namel
נְמַל־הַתְּעוּפָה	nmal-hatufa
נִמְלַט	nimlat
נִמְלַךְ	nimlakh
נִמְנַע	nimna
נָמַס	namas
נִמְצָא	nimtsa
נָמֵר	namer
נְמֵרָה	nmera
נִמְרוֹד	nimrod
נֶמֶשׁ	nemesh
נִמְשַׁךְ	nimshakh
נִמְשָׁךְ	nimshakh
נַנָּס	nanas
נַנָּס לָבָן	nanas lavan
נָס	nas
נֵס	nes
נֵס	nes
נִסְגַּר	nisgar
נִסָּה	nisa
נֻסָּה	nusa
נָסוּךְ	nasukh
נֻסָּח	nusakh
נֻסְחָה	nuskha
נִסְחַף	niskhaf
נִסָּיוֹן	nisayon
נָסִיךְ	nasikh
נְסִיכָה	nesikha
נְסִיכוּת	nsikhut
נִסִּים	nisim
נִסִּים	nisim
נְסִיעָה	nsia
נָסַע	nasa
נָע	na
נָעִים	naim
נָעִים מְאוֹד	naim mod
נְעִימָה	neima
נְעִימוֹן	neimon
נַעַל	naal
נָעַל	naal
נְעָלֶיךָ	nalecha
נֶעֱלַם	neelam
נָעֳמִי	noomi
נַעְנַע	nana
נִעְנֵעַ	ninea
נֶעֱצַר	neetsar
נַעַר	naar
נָעַר	naar
נַעֲרָה	naara
נְעָרִים	narim
נַעֲרֹתֶיהָ	naaroteha
נַעֲשָׂה	naasa
נַעֲשֶׂה	naase
נִפְגַּע	nifga
נִפְגַּשׁ	nifgash
נָפָה	nafa
נָפוּחַ	nafuakh
נֶפטוּן	neptun
נִפְטַר	niftar
נָפִיל	nafil
נְפִילָה	nfila
נָפַל	nafal
נִפְלָא	nifla
נִפֵּץ	nipets
נִפְצַע	niftsa
נִפְרַד	nifrad
נִפְרָד	nifrad
נָפַשׁ	nafash
נֶפֶשׁ	nefesh
נֹפֶשׁ	nofesh
נִפְשַׁט	nifshat
נָפַת	nafat
נִצָּב	nitsav
נִצּוֹל	nitsol
נִצּוּל	nitsul
נֵצַח	netzakh
נֶצַח	netzakh
נִצֵּחַ	nitseakh
נִצָּחוֹן	nitsakhon
נִצַּל	nitsal
נִצֵּל	nitsel
נִצָּן	nitzan
נָצַר	natsar
נֵצֶר	netser
נִצֵּר	nitser
נִצְרָה	nitsra
נַצְרוּת	natsrut
נָצְרַת	natsrat
נָצְרַת עִלִּית‎	natsrat ilit
נְקֵבָה	nkeva
נִקְבַּר	nikbar
נְקֻדָּה	nekuda
נְקֻדָּה	nkuda
נְקֻדָּה וּפְסִיק	nkuda ufsik
נִקּוּד	nikud
נָקִי	naki
נְקָמָה	nekama
נִקְרָא	nikra
נִקְרָה	nikra
נִקְרַת	nikrat
נֵר	ner
נִרְאָה	nira
נִרְאֶה	nire
נַרְגִּילָה	nargila
נִרְגַּע	nirga
נֵרוֹת	nerot
נִרְטַב	nirtav
נִרְצַח	nirtsakh
נִרְצָח	nirtsakh
נַרְתִּיק	nartik
נַרְתִּיקִים	nartikim
נָשָׂא	nasa
נָשָׁא	nasha
נִשָּׂא	nisa
נִשֵּׂא	nise
נָשָׂא וְנָתַן	nasa vnatan
נִשְׁאַר	nishar
נִשְׁבָּה	nishba
נִשְׁבַּע	nishba
נִשְׁבַּר	nishbar
נָשׂוּא	nasu
נִשּׂוּאִין	nisuin
נָשׂוּי	nasui
